label,review
1,可爱的球迷//@顺风123北京店:回复@曾经的4号韩旭:[亲亲]谢谢您的支持哟 //@曾经的4号韩旭:很不错的餐厅！ //@顺风123老虎: @曾经的4号韩旭
1,回复@牵着奢侈和阳光:可以有[嘻嘻] //@牵着奢侈和阳光:我们想寻找代理及分销商，不知道有这一块的服务吗？
1,#懒人业余餐厅2014春晚年夜饭#图片版。爆了爆了...有亮点，不要不服气哈！[哈哈]中意你的吃相还能再粗暴一点么？[赞][赞][赞]@懒人璃墟面馆 @懒人业余餐厅郎园店 @懒人业余餐厅安贞店 @懒人业余餐厅厦门店 @懒人业余餐厅南京店 @2014央视春节联欢晚会
1,@真真悦悦旺 //@魏英杰:网速慢你找路由器出气，典型找错对象了。[嘻嘻]
0,婆媳剧危险了 //@编剧陈凯:[偷笑]//@编剧李正虎: [泪]
1,我本质是男人，为家里两自由职业者日复一日输出正能量；逗骨折的@ahselina 开心；接受王森委托照顾他家@莫私房  姑娘……想当初一人留在广州背着思君之苦、各种人生大选择的纠结和亲盆好友的担忧、处理一屋子家当，也没被委托照顾！至今，顽强且热烈！我能不爱自己吗[爱你][爱你]
0,[怒]//@kubi_CL://@S_??: //@Jimmy_Leun9:转发微博
0,贫贱不能移阿[泪] //@薛蛮子:转发微博
0,这倒也是 //@易与乐:搁国外警察第一反应也是袭警，会直接把她反扣在车前盖上吧//@ABC袁祖文:怒转 //@ABC澳广电台方腾:这种人还适合做警察吗？ //@元芳视角:[怒]湖南妹在武汉学雷锋被警察拷着打[怒][话筒]
0,5:1 的问号去掉 真的5:1 真的[怒骂]
1,各位，新年好！然后，身体好，！然后，心情好！有了这三好，处处皆好时[可爱]
1,星期一 = 忙day； 星期二 = 求死day； 星期三 = 未死day； 星期四 = 受死day； 星期五 = 福来day； 星期六 = 洒脱day； 星期天 = 伤day。太形象了！今伤day，有木有~~~~~~~[嘻嘻]
1,#台湾自由行#还记得这个场景么~可以看到台北迷人的夜景喔！对啦！就是程又青和李大仁喝酒谈心的地方啦！内湖剑南山~只要从内湖剑南路顺行10多分钟，就能远眺美丽华摩天轮和101璀璨夜景。记得带打啤酒来赏景喔！[嘻嘻]
1,米库漂亮，所以，我才能拍得漂亮啊。[good][偷笑]，不过，我是飞羊，不是飞扬，@小米在米库 ，你别把我做菜吃了。 //@小米在米库:回复@裙摆轻扬:最美是你啦[爱你][花心] //@裙摆轻扬:飞扬帮我们四个拍的那张也很美呢 //@小米在米库: @裙摆轻扬
1,#北京天津一卡通# 为啥我觉得应该是全国一卡通？[哈哈] 详情:http://t.cn/8scNV14
0,独在异乡为异客，每逢佳节倍思亲！[悲伤]今天是九月九#重阳节#登高节，大家有没有非常想陪同父母登高的，奈何独在异乡朋友遥距千里，大家也只能寄情于微博，[呵呵]希望能传达给远方的亲人我们的思念~KISS http://t.cn/GZv51
0,[思考] //@章莹lolly-智恩: //@陈博文-CasterCrew:需要真相  //@SPEED-AKABINGBING李冰冰:擦，这不科学啊[抓狂][抓狂][抓狂][抓狂]
0,一直都是? //@彭素秋:你真的皮太痒了  // @MiuMiu柴 :救命呀！白色、白色！大恐怖//  @KwanChiu  :回覆   @MiuMiu柴   :?在那??嘴?人了！?白快印出?乖乖盯?～?了?人微博！?再超??超?白！十分?我到??我就修理??到?？？？？[怒] //   @MiuMiu柴   :转发此微博:?腿？最近「超?」?
1,私信给个预定姓名，给个惊喜你[嘘][嘻嘻]//@2到无穷大的奇葩: 啊呀，后天可以去了呢[嘻嘻]
1,百分百澳洲山羊绒的早春「独角兽」系列，肯定会打动每个美妈的心吧[爱你][爱你]@??的兮兮  @ISA林小猫  @DJ徐艳  @DJ蓝可  @居妈妈  @梦小八的眼睛  @佳叶子930  @张粤didi  @Michelle_张妮娜
1,//@黄太吉传统美食: 回复@行者A?:等你等你啊[嘻嘻][嘻嘻] //@行者A?:虽然一南一北千里之外，却对店里的美食早已垂涎三尺！每天关注@黄太吉传统美食 已是生活中的一部分，正和朋友相约近期专程来京城吃煎饼果子。黄太吉，等我来！ //@黄太吉传统美食:必须有更大惊喜！
0,[泪][泪][泪]刚刚账号被冻结了。。。我招谁惹谁了！？幸亏又激活了
1,超级有食欲[哈哈][哈哈]@懒人业余餐厅 @北京美食导航 @大众点评网-北京美食 @到家美食汇 @美食爆料圈网-北京站
1,高帅富要写，王府半岛大厨独家定制 //@英杰拉姆:或者“红烧牛 肉”[哈哈]//@周静平-没八卦过: ?丝应该写“红烧牛肉 面”
1,#海螺沟天气#今日海螺沟7~15℃，多云。早晚温差较大，亲们来玩耍注意适当添加衣服。[太开心][太开心]
0,//@孙大新:贫穷不是你们的耻辱，是这个国家的耻辱！[织] //@验月刀2012: 中国的孩子[泪]
0,喜之郎的诱惑[晕][晕][晕] 中国傻逼青年写真
1,好一个秋！//@绿杨哥: 醉人的秋色！//@扬州范梦娇: 回复@舫主周星星:手机[嘻嘻] //@舫主周星星:丫头用电脑上网的？
1,回复@中国旅游报:谢谢咱们旅游人娘家的报纸强力支持！ //@中国旅游报:我们也有记者去，还夸您微博营销做得好~[鼓掌]已经约一组九江美景了~ //@九江旅游杜少华:此次“跟着课本游九江”活动反响巨大，微博微信转发量超多！[哈哈][哈哈]@江西风景独好
0,[抓狂] //@刘同:其实。。。我是岳律师的大儿子，其实。。。我叫郑艳郑妈妈是有原因的。
1,[鼓掌][鼓掌][鼓掌][鲜花][鲜花][鲜花] //@严丰-有艺思:[嘻嘻][嘻嘻][嘻嘻] //@郑佩佩-Evelyn:支持支持[哈哈][哈哈] //@严丰-有艺思:回复@相声演员大春:又上了[哈哈] //@相声演员大春:这片子上了？还是重上？我看了n遍 哈哈哈 窝鸡婆 亲切的乡音~
0,都看不到我勒[酷] //@queenlilis:嫉妒！[泪] //@Tanpo_Gym:哈哈好欢神的一天[哈哈]为嘛照我的肚子 //@queenlilis:都在。。
0,哼[哼] 我一会就去买//@麒麟胖哥火锅食府: [悲伤]做了近一个月的微博小编，每天看着火锅吞口水，已经到了极限的边缘，实在忍不了了！！[hold住]今早已经以内部员工的身份买了一箱家庭装小火锅 哼哼！[噢耶]
1,回复@IIA王平:没错!王会长来了，您是大拿就一定大包。[哈哈] //@IIA王平:包吃包睡[哈哈] //@郭恪JAKE:包，全包，还可以拿。[哈哈]  //@王霞wendy:包吃住吗?[偷笑]
1,[嘻嘻]哎呀 你觉得舒服就好。我们理疗师都是巴厘岛过来滴，灰常专业。今儿我给你推荐一个贝壳热疗你试试 很舒服滴。
1,收工了，可以回家吃饭饭了！[哈哈]
1,大家多多帮黑哥投票哈[鼓掌]
1,谢谢大家今晚的光临…殿理兄的拍照技术快要赶上品酒专业了！可惜jojo and simon缺席，用的是你们家的巴黎之花哦～//@?琪Kiehls_Kiki:我爱巴黎之花，圣诞快乐[爱你]//@Cecilia维他命CC:圣诞快乐！
1,回复@Tinding-STi:[哈哈]这评论[威武][威武]，宝马再来个我大哥劳斯莱斯，我小弟mini[嘻嘻] //@Tinding-STi:[哈哈] //@吴佩: 奥迪再竖广告牌:我大哥是bugatti ，我二哥是lambo，我三哥是porsche，我我我，我喊他们揍你[嘻嘻]
1,//@baiyany:真的是耶~~~// @爽爽firefly ：偶会先用脚~// @CharlaineRavi ：[哈哈]
1,[哈哈][哈哈][哈哈][哈哈][哈哈]//@蝶变蝶变:[good]
0,"确信 //@Stone_999: //@侯宁: 这？啃腚是日本人![哼] //@唐人的小屋:她老公""气屎""鸟！[吐]/@荷兰城里的男人:就是个?死鬼[怒] //@北汽北方王姐:暴发户[挖鼻屎] //@乒乓阎桂丽: 这高兴劲别提了哈 //@乒乓阎桂丽:这举动，很雅呀!其实，只能看，不能"
0,#悦旅关注#国航于5月2日起，开通温州―台北桃园直飞航班，每周三、五各一个往返航班，飞行时间为50分钟。据悉，目前国航最低单程票价为1470（含税）元，一周内往返机票价格为2150（含税）元。[泪]好想去台湾，有没有！！！photo by Josef Hoflehner
1,在表姐的婚礼上遇到百日大的小外甥，和我一天的生日呢，肉肉的好可爱[爱你]
0,@蔡康永 ??才子的鼓?！但是不?您?～本人不但部???！修?也超差！?於?些蛇蜥蛛自以?是文化流氓的媒?～我?定?他?看看甚?叫流氓！至於我??皮又教不?的?子～常去?校道歉也就算了！?校要求今天?始家?要陪?光看那小桌和那站比坐舒服的小椅！我已??定今天回家把他毒打一?了[怒]
0,跑了一天换回四个字：全国缺货。哎！算地铁一日游了1、2、3、4号线通通坐遍[泪] //@忘情红与黑:转发微博。
1,昨天忙了一天，没来得及发微博。可是活动很多。开心又略感伤感的莫过于和好朋友--新华社驻泰记者@微笑如来佛 的送别午餐了。从刚到泰国接任到任满回国，两年多的时间，很多回忆，好像刚发生在昨天一样。[爱你][爱你]
1,"独家报道: 来到酒店入住的客人,可获得惊喜欢迎礼品奥,以下都是独家创意....[太开心]@Virginia于沛辰"
1,[偷笑]体形丰健的童男@UP向日葵蔡奥 ，@游甜--Candy甜心 姐姐快上那张图[哈哈]
1,谁想在整运动会这件事上和中国较劲，那就是找死！太欢乐了！哈哈哈 //@胡杨huyang:感谢ZF//@画小眉://@伊丽莎白的假发:[哈哈]  //@蕾拉的狂想:太绝了！！笑崩了！！ //@summer_teng://@iledo://@还是叫我老头吧:捶地[哇哈哈]  //@喵丫:噗哈哈~ //@汤圆爱元宵:捶桌！！！ //@今何在:请点“查看大图”
0,晕倒！[泪][泪][泪] //@微博经典语录:看看你爱上哪个星座会幸福到爆~[爱你] @lynngaw
0,飞机那！？[抓狂]
1,终于有茂哥的护肤视频可以学习了[鼓掌][鼓掌]
0,[泪] //@迷恋古诗词:泪湿我们的爱情
0,有道理 //@庄春晖:不得不推广这态度，就说你聪明呢。两个人吵，你爱的人输了，难道你就赢么？都洗洗睡吧。 //@徐安安: 回复@通星粉:活该啊。老婆说的都是对的，如果你认为她说的不对，琢磨下自己的脑袋是不是被电梯夹过。 //@通星粉:俺家也差不多，老婆先取消俺的关注，再把俺拉黑了[泪]
1,不远了吧[哈哈][哈哈] //@冯抱抱的爸爸:我们等待那一天，胜利的那一天@胡少的枪  //@vicky小怪兽: //@苏瑞-Pan-水猪加油:  @喜欢布丁的小花猫
0,我在这里: #吉林市区#为毛又降了一度啊[泪] http://t.cn/z0k08MX
0,晚上夜奶，白天背奶的苦逼妈妈每天一大早就起来上班苦钱养儿子！还是?锅潇洒啊！[泪]
0,这回我赶上了两个会掩护我的好同桌～重温上课睡觉梦～[晕][晕][晕]
0,不是吧，写的是天津，我们代表天津赛区去的！ //@黑手党大姐大园园:介是我们天津名流茶馆的两位优秀年轻演员，是代表天津而不是北京好么！[哼][右哼哼][左哼哼][愤怒][怒骂][哼]
0,网易新闻说，“京东”这个名字取自“刘强东”和他的女友“龚小京”，按照这个趋势，京东是不是该换名字了？//@咚咚: 晚了，已经开始抵制京东了……[泪]//@杨怀渊: 京东作为一家负责人的公司，一定要对奶茶负责啊，别跟上次种番茄似的
1,爱这样的蓝天，爱这样的白云，爱这样的上海[爱你]
0,伦敦奥运，狭隘的一届 //@金针:是的，继续上演傲慢和偏见 //@千里兵锋: 到底是谁违背奥林匹克精神？[怒] //@陈向平:伦敦让中国观众彻底失望！[弱][伤心][懒得理你] //@陈向平: 当评判不公，英国怎么来激励下一代？伦敦，我看不起你！英国也不咋地！ //@?SELF: 艹 //@忍花艹: 艹
1,神配图啊[鼓掌]看照片上的神情马上感觉DSI判断是对的[偷笑]
1,[围观][围观][话筒][鼓掌]
0,读此微博，我也忍不住有点想流泪//@洪怀懋: 大家该回到正常生活了。//@陈宝存:[泪]煎熬！
0,你们够了[偷笑]//@加拿大班夫国家公园: 哎...主页君不能这样干啊，班夫微博、微信的发扬光大还需要诸位的努力啊！！！ //@韦飘飘:我把他家地址告诉你，扔个小炸弹过去吧主页君！[偷笑]把我那一份也一起扔！[抓狂]
0,在@当当网 @妖精的口袋官方微博 该店铺退货的订单 已显示退换货成功 但始终没有收到退款 在线客户无回应 工作日打客户电话永远通话中 周末打客服电话关机 这都半个月了 还能不能行了？？？[怒]
1,4月即将推出，尽情期待~[鼓掌][太开心]
0,你们要不要脸？[怒]我和拉个不辛苦一上午做的菜就被你们说成自己做的？！哼！//@?5子: 还不是我火候掌握的好[哼] //@Tonight0710:明明是我的好手艺 //@bugboss: 妈的 我买这些菜多辛苦！//@juuu: 看着自己做的这一桌子菜，心里很高兴
1,整场的，得保存 //@月妖_Kim://@百变连旭:感谢//@太狼妹:// @嘻哈包袱铺刘星 ://  @月亮移民  :[心]  //   @普罗旺斯的期待的微博   :为了让我看到这个节目     @雨晓薇    辛苦了啊 [爱你]
0,抱歉，写错，是元帅路，心里老想着安泰河[晕]//@咸鱼的行摄生活:吃朱紫坊吃到安泰路，还是只认这家，仿牌开遍福州也不爱光顾，老店坚持更显难得//@慢脑子1423:破戒必去
1,[嘻嘻]回头去看看。
0,"确实，找对对象很重要啊[思考]，可我依然处于找对象的层次[失望]//@猫扑: ""找对象""和""找对对象""是很重要的！[hold住]"
1,[给力]//@南京大牌档北京分店: 还有两天咯，微博转起来[哈哈]各位客官们！为庆祝凯德晶品店一周年店庆，现在凡关注“南京大牌档北京分店”官方微博，转发此活动并@三位好友，在9月20日-9月30日到店用餐，出示手机微博转发活动界面，即送酸梅汤或绿豆百合汁一扎哦！[太开心][太开心][太开心]
0,。。。。最爱 //@第一太平洋-章海?: 我最喜欢的食品，今后停止食用！！！[泪] //@薛蛮子:这些人知道有毒吗？
1,//@张番CR7:[鼓掌][鼓掌][鼓掌]//@相声演员王志博://@相声界:@相声演员吴南言 @相声演员王志博 @管?成 @张尧_尧哥 @刘春山武老板 @许健铁刨花儿 @相声演员马军 @相声演员盛伟 @张番CR7 @刘铨淼 @阳光男孩黄铁良 @尹笑声 @王加林2011 @孙跃2012 @DJ李梓庭 @我是孟令一 @周?-小尖果儿 @说快板的刘日鑫
1,来来来，推荐三部塔图姆的电影给你们[偷笑]?分手信??舞出我人生（1）??誓约?@暴力狗JAMA @兔子佳佳2009  ，看完之后就明白了[爱你]
1,鲍鱼拍的真好，有本事你下次再拍个鳄鱼掌我看看，哈哈！[嘻嘻]
0,[晕]??。。。 //@宋有财:这种公司太恶心了！我们的法律怎么可以保护这种无赖？
0,太悲催了，泳衣白带了……[泪][泪][哼][哼][抓狂][抓狂][怒][怒][悲伤][悲伤]
1,我弟手工做的原创模型@孟非 绝版哦！[鼓掌]这小子很喜欢他~没辙鸟~~~@孟非粉丝团
0,哈哈哈，深表同情！ //@古倒吃158: 造孽哦，同情你一秒钟[抓狂]
1,越长大越知道珍惜和感恩，感谢所有爱我关心我的人，让你们开心快乐是我奋斗的目标[可爱][爱你]
1,心存美好，期待[爱你]
0,???????? //@苏玉琴:[怒][思考]
1,谁？//@王颖0007: [懒得理你]宦官？//@金土木7777777://@?春?令: //@苍鹰的视点:[哈哈] //@胡报:[哈哈] 你说的是刁？
1,不得不说，@雕爷牛腩 有亮点！能让人印象深刻的地方不少，也包括吃完带走餐具。谢谢@优雅小裤衩 的作陪[鼓掌]！@猫薄荷菁jing 你怎么看？
1,你们全正装，其实我是casual的！[偷笑][嘻嘻]大家速速扮起来，一会儿见！[心]
0,为什么一个不到10页的PDF文件有100多M啊？怎么压缩？[晕]
1,回复@傻妹9101:想去你家吃[哈哈] //@傻妹9101:还不如我自家做的好吃。
